index,participant_code,utterance
6735,capilouto11a,"and stepsisters tried to dissuade the, the, uh, courtiers from, from, uh, fitting the, the shoe to her foot,."
6736,capilouto11a,"but they insist,."
6737,capilouto11a,and find in fact it does fit.
6738,capilouto11a,"Um, They've finally located the woman that the prince is madly."
6739,capilouto11a,"in love with , uh,."
6740,capilouto11a,"and , uh, uh, shortly thereafter she is brought to the palace and they are, uh, married."
6741,capilouto11a,"and leaving off for a new life together in , Beautiful, uh, carriage."
6742,86-1,OK.
6743,86-1,"Um, Yeah, I didn't remember that first part."
6744,86-1,I Forget what where it looks like Cinderella.
6745,86-1,"Um, Father, maybe,."
6746,86-1,but I don't know.
6747,86-1,if he married another woman with um To Two girls.
6748,86-1,"I just, I remember Eil stepsisters, I think they are, maybe."
6749,86-1,"And Um, they don't like her cause she's pretty."
6750,86-1,And They make her do all the chores.
6751,86-1,"and Um, take care of everything."
6752,86-1,And uh I think the king is having a ball.
6753,86-1,And I forget how she gets invited.
6754,86-1,Or how she like or what the story is on why she goes.
6755,86-1,"and uh, I remember the ugly stepsisters went to."
6756,86-1,"Because she, uh she's got a fairy godmother that helps her get the dress and uh."
6757,86-1,"Uh, pumpkin carriage."
6758,86-1,"and the horses to take her to the palace for the ball, and at midnight."
6759,86-1,"Um, she runs away."
6760,86-1,because she's gonna turn back into a A servant girl.
6761,86-1,and she loses her glass slipper.
6762,86-1,And the prince wants to find her.
6763,86-1,So he has someone go around with the slipper to try.
6764,86-1,and See here with feds and uh.
6765,86-1,they try the stepsisters.
6766,86-1,"and it doesn't fit,."
6767,86-1,and they try Cinderella.
6768,86-1,"and it fits, and then He."
6769,86-1,and the prince lived happily ever after.
6770,neural27-1,OK.
6771,neural27-1,"Um, once upon a time, there was a girl named Cinderella."
6772,neural27-1,And Her father was going to marry.
6773,neural27-1,Another woman who had 2 daughters.
6774,neural27-1,"So , he brought her over to their house to meet them, and she was very excited to meet them, but the girls were not very excited and happy to meet her."
6775,neural27-1,"Um, they didn't want her because she was beautiful."
6776,neural27-1,"So , They were called the evil stepsisters."
6777,neural27-1,so the mom put Cinderella to work.
6778,neural27-1,while the girls just got to do whatever they wanted.
6779,neural27-1,Cinderella had to serve them tea.
6780,neural27-1,and bring them whatever they needed.
6781,neural27-1,"and do all the housework,."
6782,neural27-1,But she never complained.
6783,neural27-1,"and she just did it with, made friends with all the little animals,."
6784,neural27-1,"and she just went along her merry way until one day, the evil,."
6785,neural27-1,or the mom got a letter saying there was gonna be a ball.
6786,neural27-1,because I think the king.
6787,neural27-1,or the prince needed to find a wife.
6788,neural27-1,"And they were all so excited,."
6789,neural27-1,and Cinderella heard this invitation.
6790,neural27-1,and assumed she would get to go.
6791,neural27-1,So she went back to her room.
6792,neural27-1,and she got out of her chest of Stuff.
6793,neural27-1,and she got her dress out.
6794,neural27-1,"And she hung it up, and her."
6795,neural27-1,and the birds helped her make a beautiful dress.
6796,neural27-1,And she got all ready.
6797,neural27-1,"And at the same time, the stepsisters were getting all ready."
6798,neural27-1,"And when they all met to go to the ball, The stepsisters started ripping her dress."
6799,neural27-1,and Breaking her necklace.
6800,neural27-1,"and saying, you're not gonna go."
6801,neural27-1,so the mom said you can't go.
6802,neural27-1,"so the girls went off, the stepsisters,."
6803,neural27-1,"and went to the ball and Um, Cinderella was sad."
6804,neural27-1,"and , um, her fairy godmother appeared,."
6805,neural27-1,and she did her little magic with her wand.
6806,neural27-1,"and Made a carriage to take Cinderella into the ball,."
6807,neural27-1,"but before that, she did her magic."
6808,neural27-1,and gave her a beautiful white gown and some glass slippers to wear.
6809,neural27-1,So Cinderella got in the little carriage.
6810,neural27-1,She made it out of a pumpkin.
6811,neural27-1,And went to the ball.
6812,neural27-1,But the one thing was she had to be back by midnight.
6813,neural27-1,"if she wasn't, that's when everything was going to go back to what it was."
6814,neural27-1,Like her whole ripped dress and the carriage would be gone.
6815,neural27-1,"So , she was at the ball dancing with the prince,."
6816,neural27-1,"and she all of a sudden realized it was midnight,."
6817,neural27-1,"and the clock started chiming,."
6818,neural27-1,and she ran.
6819,neural27-1,"And when she was running down the steps to get to her carriage, her one of her glass slippers fell off."
6820,neural27-1,"So , she got in the carriage."
6821,neural27-1,"and it Went back home and then poof, she was with the animals in her old ripped dress,."
6822,neural27-1,and she went back to her house.
6823,neural27-1,"and um Then the next day, someone from the castle came with the glass slipper."
6824,neural27-1,because they wanted to find who the shoe fit.
6825,neural27-1,And the stepsisters had huge feet.
6826,neural27-1,and they wouldn't fit into the glass slipper.
6827,neural27-1,"and they did not want Cinderella to try it on,."
6828,neural27-1,but she did.
6829,neural27-1,And the glass slipper fit her.
6830,neural27-1,"So , They took her to the castle to be with the prince,."
6831,neural27-1,and they lived happily ever after.
6832,03-1,Cinderella.
6833,03-1,was A girl when her mother died.
6834,03-1,Her name was Ella.
6835,03-1,And She.
6836,03-1,and her father had a very happy life.
6837,03-1,"Mostly,."
6838,03-1,but I guess he needed to remarry.
6839,03-1,So then he remarried.
6840,03-1,and his new wife had two daughters of her own.
6841,03-1,"So when she moved in, she decided that Ella should be the one to do all the cleaning, and it was back in the days when they had fires, so she had to clean the fireplace,."
6842,03-1,and she ended up with cinders all the time.
6843,03-1,So I ended up calling her Cinderella.
6844,03-1,That 's how she came to have the name Cinderella.
6845,03-1,"Um, and the sisters were not even very nice to her."
6846,03-1,"They, they, they kind of, they, they were envious because she was naturally beautiful."
6847,03-1,"and they had, uh, less, less conventional conventionally attractive appearance, and um."
6848,03-1,"Eventually She got an opportunity, I think with a fairy godmother to go to a ball."
6849,03-1,and um so she ended up.
6850,03-1,"like with lots of supernatural help, getting really dressed up."
6851,03-1,and riding in a coach made out of a pumpkin.
6852,03-1,"and wearing shoes made out of glass, highly, highly improbable,."
6853,03-1,but she had a blast.
6854,03-1,"Uh, the only caveat was she needed to Be finished."
6855,03-1,She need to be finished by midnight.
6856,03-1,"because when the clock struck 12, boom, um, she was no longer going to be all the, all the magic went away at midnight."
6857,03-1,So she was.
6858,03-1,"like , running away, running away, running away at midnight."
6859,03-1,"as the clock struck 12, the only thing left was one glass slipper."
6860,03-1,So then the prince was.
6861,03-1,like going all over the kingdom trying to fit.
6862,03-1,The glass slipper onto uh everybody's everybody's feet.
6863,03-1,"And of course, nobody, her family didn't know she had snuck away."
6864,03-1,and got to do this.
6865,03-1,So they were.
6866,03-1,"like , no, no, no, don't even let, don't even let, don't let Cinderella try that on."
6867,03-1,And the prince was.
6868,03-1,"like , no, no, everybody, everybody has to try this little beautiful tiny glass slipper on, um,."
6869,03-1,"and in the, in the original version, I don't know."
6870,03-1,"if you've heard the original version, it was horrible."
6871,03-1,They.
6872,03-1,like did the the sisters.
6873,03-1,like cut their toes off to fit in the anyway.
6874,03-1,"Um, so, yeah, Cinderella, of course, had the perfect size foot."
6875,03-1,She slipped it on.
6876,03-1,and uh they lived happily ever after.
6877,07-1,"Well, the story of Cinderella is the sad story about a, a young girl whose father marries uh, a, a lady, uh."
6878,07-1,"With two children, uh, that are, uh, not nice."
6879,07-1,"neither is she,."
6880,07-1,"and they make her do all the skul adultery in the house and cleaning and all,."
6881,07-1,"and , uh Uh, Let's say her father must die."
6882,07-1,and then she's left with them.
6883,07-1,"and she does all the work, uh."
6884,07-1,"Then they have a uh They have a They sent out in the, in the country a notice."
6885,07-1,that the prince is looking for a wife.
6886,07-1,"And so they're, they're gonna have him come to a ball."
6887,07-1,"Gosh, I'm almost forgetting it."
6888,07-1,"I'll come to a ball and ,."
6889,07-1,"and she goes to the ball,."
6890,07-1,and uh she doesn't get to go to the ball.
6891,07-1,"because the, the uh The stepmother who is wicked has not allowed her to,."
6892,07-1,and she has to get everybody else ready.
6893,07-1,But her little friends and the mice.
6894,07-1,"and whatever little animals are there, make her a dress, uh,."
6895,07-1,and She puts it on to go to the ball.
6896,07-1,and she does go to the ball.
6897,07-1,"And uh when she gets there, she has glass slippers and a beautiful dress,."
6898,07-1,"and the prince dances with her,."
6899,07-1,but she loses one of her slippers when it strikes 12.
6900,07-1,and she has to go home.
6901,07-1,"because her fairy godmother had created a pumpkin coach for her and ,."
6902,07-1,and made sure.
6903,07-1,that she had everything.
6904,07-1,"that she needed and uh Uh, horseman, the driver, and the, the, the, uh, horse and , and a beautiful carriage when she clicked her wand."
6905,07-1,And she went to the ball.
6906,07-1,"and I, I'm, I'm regressing, sorry."
6907,07-1,"But when she gets there, she does dance with him."
6908,07-1,and she loses the slipper.
6909,07-1,as she runs down the step.
6910,07-1,because it's.
6911,07-1,like striking 12.
6912,07-1,and she has to get home.
6913,07-1,because the coach will turn into a pumpkin again.
6914,07-1,"and the, the mice will turn, the horse will turn into mice, and I'm not sure what the, I think he's a dog."
